STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
242 52ND ST SE,GRAND RAPIDS,49548,5829,"242 52ND ST SE, GRAND RAPIDS , MI, 49548",42.8694545,-85.6588661,KELLOGGSVILLE WARM-A-HEART,2,201450000,0,201312,P60,0,0,3,0,1,1,15,% TERRI RICKETSON,1000,0,MI,12,0,,3,1,2004,12,0
211 W SPRUCE ST,HARRISON,48625,9400,"211 W SPRUCE ST, HARRISON , MI, 48625",44.0164693,-84.8432306,CLARE COUNTY BABY PANTRY,2,201677029,0,201312,P60,0,0,3,0,1,1,15,% SUE FOLTZ,1000,0,MI,12,0,,3,1,2008,12,0
1499 MCLAINE ST,CANTON,48188,8025,"1499 MCLAINE ST, CANTON , MI, 48188",42.294426,-83.522239,MIINDIA FOUNDATION INC,2,202186530,0,201312,P60,0,0,3,0,1,1,15,% ANAND D KUMAR,1000,0,MI,12,0,,3,1,2006,6,0
PO BOX 554,SAUGATUCK,49453,554,"PO BOX 554, SAUGATUCK , MI, 49453",42.6533748,-86.1650024,COW HILL YACHT CLUB OF SOUTHWEST MICHIGAN INC,2,203553749,0,201312,P60,0,0,3,0,1,1,15,% JANE WRIGHT,1000,0,MI,12,0,,3,1,2006,5,0
325 EAST HOUGHTON AVENUE,WEST BRANCH,48661,0,"325 EAST HOUGHTON AVENUE, WEST BRANCH , MI, 48661",44.27628,-84.2321931,LIFE STEPS INC,2,205411756,0,201312,P60,0,0,3,0,1,1,15,% LINDA COFFELL,1000,0,MI,12,0,,3,1,2007,8,0
1611 E OAK AVE SUITE 104,MUSKEGON,49442,2468,"1611 E OAK AVE SUITE 104, MUSKEGON , MI, 49442",43.2378395,-86.2038713,MUSKEGON COUNTY EMERGENCYCOMMUNICATION SERVICES INC,2,205736441,0,201312,P60,0,0,3,0,1,1,15,% JIM DURAM,1000,0,MI,12,0,,3,1,2007,6,0
PO BOX 511174,LIVONIA,48151,7174,"PO BOX 511174, LIVONIA , MI, 48151",42.37,-83.35,FOUR RESALE CORPORATION,2,232929900,0,201312,P60,0,0,3,0,1,1,15,% RENEE SOPHIA COULTER,1000,0,MI,12,0,,3,1,2000,4,0
PO BOX 24723,DETROIT,48224,723,"PO BOX 24723, DETROIT , MI, 48224",42.407527,-82.9447782,ADIUVO URBAN SERVICES,2,261901995,0,201312,P60,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2008,10,0
4166 BANDURY DR,LAKE ORION,48359,1858,"4166 BANDURY DR, LAKE ORION , MI, 48359",42.720598,-83.23044,PROVIDEINC,2,262570947,0,201312,P60,0,0,3,0,1,1,15,% PROVIDEINC,1000,0,MI,12,0,,3,1,2008,9,0
PO BOX 2262,PORTAGE,49081,2262,"PO BOX 2262, PORTAGE , MI, 49081",42.2299999,-85.63,PORTAGE AM ROTARY CHARITIES,2,263470546,0,201312,P60,0,0,3,0,1,1,15,% ROBERT J DIEMER,1000,0,MI,12,0,,3,1,2009,4,0
15580 GLANDER AVE,EASTPOINTE,48021,2332,"15580 GLANDER AVE, EASTPOINTE , MI, 48021",42.457586,-82.960486,HANDBAGS OF HOPE,2,263627238,0,201312,P60,0,0,3,0,1,1,15,% JACQUELINE BOBCEAN,1000,0,MI,12,0,,3,1,2010,5,0
7062 N WILDWOOD ST,WESTLAND,48185,2729,"7062 N WILDWOOD ST, WESTLAND , MI, 48185",42.338049,-83.380623,GARDEN CITY ROTARY FOUNDATION,2,263702579,0,201306,P60,0,0,3,0,1,1,15,,1000,0,MI,6,0,,3,1,2009,7,0
19300 GREENFIELD RD,DETROIT,48235,2003,"19300 GREENFIELD RD, DETROIT , MI, 48235",42.4323662,-83.1995158,FAMILIES IN NEED OF DIRECTION,2,263873853,0,201112,P60,0,0,3,0,1,1,15,% LISA GAITER,1000,0,MI,12,0,FIND,3,1,2010,3,0
200 W SUPERIOR ST,ALMA,48801,1645,"200 W SUPERIOR ST, ALMA , MI, 48801",43.3789863,-84.6635503,BEANS FOR BASICS,2,264419801,0,201112,P60,0,0,3,0,1,1,15,% DON CHEYNE,1000,0,MI,12,0,,3,1,2009,4,0
45361 INDIAN CREEK DR,CANTON,48187,2523,"45361 INDIAN CREEK DR, CANTON , MI, 48187",42.333179,-83.487615,DETROIT AREA DIAPER BANK INC,2,264627786,0,201312,P60,0,0,3,0,1,1,15,% MARYBETH LEVINE,1000,0,MI,12,0,,3,1,2009,6,0
PO BOX 116,CAPAC,48014,116,"PO BOX 116, CAPAC , MI, 48014",43.0125509,-82.9344791,C3 CONNECTION INC,2,270174350,0,201312,P60,0,0,3,0,1,1,15,% BERNARD LONG,1000,0,MI,12,0,,3,1,2009,10,0
PO BOX 1745,CLARKSTON,48347,1745,"PO BOX 1745, CLARKSTON , MI, 48347",42.7227646,-83.4186714,FRIENDS OF DANYI,2,270940996,0,201312,P60,0,0,3,0,1,1,15,% YAO AMEGA,1000,0,MI,12,0,,3,1,2011,4,0
8125 WALSH RD,DEXTER,48130,9312,"8125 WALSH RD, DEXTER , MI, 48130",42.401204,-83.896045,DEXTER FAMILY SERVICES,2,270944469,0,201312,P60,0,0,3,0,1,1,15,% SUE YAGER,1000,0,MI,12,0,,3,1,2010,2,0
PO BOX 180,BROOKLYN,49230,180,"PO BOX 180, BROOKLYN , MI, 49230",42.105874,-84.2482819,DREAMING OF DRESSES,2,271395064,0,201111,P60,0,0,3,0,1,1,15,% JANET KAPA,1000,0,MI,11,0,,3,1,2010,9,0
8800 JOY RD,DETROIT,48204,3224,"8800 JOY RD, DETROIT , MI, 48204",42.3592354,-83.1556654,DO FOUNDATION,2,271619074,0,201312,P60,0,0,3,0,1,1,15,% DO FOUNDATION,1000,0,MI,12,0,,3,1,2010,9,0
1 HERITAGE DR STE 210,SOUTHGATE,48195,3048,"1 HERITAGE DR STE 210, SOUTHGATE , MI, 48195",42.210209,-83.224242,CHILD AND YOUNG ADULT RESOURCE CENTER,2,271874915,0,201312,P60,0,0,3,0,1,1,15,% FREDERICK H GRUBER,1000,0,MI,12,0,,3,1,2014,2,0
150 BILLINGSGATE CT APT D,BLOOMFLD HLS,48301,1601,"150 BILLINGSGATE CT APT D, BLOOMFLD HLS , MI, 48301",42.5459238,-83.2879498,WOMEN OFFERING HELP & HOPE,2,272456171,0,201309,P60,0,0,3,0,1,1,15,% BELLE KOHEN,1000,0,MI,9,0,,3,1,2010,10,0
PO BOX 19851,KALAMAZOO,49019,851,"PO BOX 19851, KALAMAZOO , MI, 49019",42.2937163,-85.648241,GREATER KALAMAZOO AREA HOLIDAY FOOD,2,320049698,0,201405,P60,0,0,3,0,1,1,15,% HAROLD WEST,1000,0,MI,5,0,,3,1,2003,10,0
35013 CADY ST,WESTLAND,48186,4440,"35013 CADY ST, WESTLAND , MI, 48186",42.2967,-83.383533,WARM HEARTS ORGANIZATION,2,352220489,0,201312,P60,0,0,3,0,1,1,15,% CAROL SHARP,1000,0,MI,12,0,,3,1,2004,3,0
PO BOX 111,DURAND,48429,111,"PO BOX 111, DURAND , MI, 48429",42.9119753,-83.984684,DURAND PATRIOTS,2,364494218,0,201312,P60,0,0,3,0,1,1,15,% ELIZABETH DOWNER,1000,0,MI,12,0,,3,1,2003,3,0
500 W BIG BEAVER RD,TROY,48084,5254,"500 W BIG BEAVER RD, TROY , MI, 48084",42.5639484,-83.1555051,TROY POLICE BENEVOLENT ASSOCIATION,2,364497885,0,201312,P60,0,0,3,0,1,1,15,% CINDY STEWART,1000,0,MI,12,0,,3,1,2002,8,0
PO BOX 332,ROMEO,48065,332,"PO BOX 332, ROMEO , MI, 48065",42.8467589,-83.0361376,ROMEO GOODFELLOWS ASSOCIATION,2,382203290,0,201312,P60,0,0,3,560000000,1,1,15,,1000,0,MI,12,0,,3,1,2011,9,0
PO BOX 893,PINCONNING,48650,893,"PO BOX 893, PINCONNING , MI, 48650",43.8536325,-83.9649869,PINCONNING AREA EMERGENCY FOOD PANTRY,2,383350508,0,201309,P60,0,0,3,994560000,1,1,15,% GERALD WHITE,1000,0,MI,9,0,,3,1,1997,6,0
PO BOX 524,BEAVERTON,48612,524,"PO BOX 524, BEAVERTON , MI, 48612",43.8822464,-84.4847316,NEW BEGINNINGS,2,383483808,0,201306,P60,0,0,3,0,1,1,15,% ROBIN SMITH-MARTIN,1000,0,MI,6,0,,3,1,2003,7,0
PO BOX 13,EAST LANSING,48826,13,"PO BOX 13, EAST LANSING , MI, 48826",42.7260201,-84.4779312,HAWK FOUNDATION,2,383563916,0,201404,P60,0,0,3,0,5,1,15,% THE HELP A WILLING KID FOUNDATION,1000,0,MI,4,0,,3,1,2001,4,0
26844 SUMMERDALE DR,SOUTHFIELD,48033,2233,"26844 SUMMERDALE DR, SOUTHFIELD , MI, 48033",42.483403,-83.3164134,FAITHFUL STEWARD FOUNDATION INC,2,383600412,0,201312,P60,0,0,3,0,1,1,15,% CHARLENE JOHNSON,1000,0,MI,12,0,,3,1,2001,6,0
PO BOX 246,DANSVILLE,48819,246,"PO BOX 246, DANSVILLE , MI, 48819",42.555869,-84.3033013,DANSVILLE FOOD BANK,2,383621342,0,201312,P60,0,0,3,0,1,1,15,% PHYLLIS PREBBLE,1000,0,MI,12,0,,3,1,2012,1,0
PO BOX 367,GRAND BLANC,48480,367,"PO BOX 367, GRAND BLANC , MI, 48480",42.92595,-83.63261,FISH INC OF GRAND BLANC,2,412219635,0,201312,P60,0,0,3,0,1,1,15,% DAPHNE PRESCOTT,1000,0,MI,12,0,,3,1,2007,2,0
11063 16 1/2 MILE ROAD SUITE A,STERLING HEIGHTS,48312,2003,"11063 16 1/2 MILE ROAD SUITE A, STERLING HEIGHTS , MI, 48312",42.575219,-83.019265,BRIGHTER DAYS,2,450596290,0,201202,P60,0,0,3,0,1,1,15,% LAURA KRALL,1000,0,MI,2,0,,3,1,2010,6,0
3201 HUMMER LAKE RD,ORTONVILLE,48462,9721,"3201 HUMMER LAKE RD, ORTONVILLE , MI, 48462",42.8541919,-83.3914088,TO KARE INC,2,452015155,0,201112,P60,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2012,2,0
11163 JUDY DR,STERLING HTS,48313,4833,"11163 JUDY DR, STERLING HTS , MI, 48313",42.588584,-83.017895,MOMS OF MICHIGAN MILITARY & SUPPORTERS INC,2,453152616,0,201309,P60,0,0,3,0,1,1,15,% CARLA PAWLIK,1000,0,MI,9,0,,3,1,2012,12,0
7560 JORDAN RD,MELVIN,48454,9728,"7560 JORDAN RD, MELVIN , MI, 48454",43.1999051,-82.823014,HARLEY REBEL RIDERS ASSOCIATION,2,453340837,0,201312,P60,0,0,3,0,1,1,15,% HARLEY REBEL RIDERS ASSOCIATION,1000,0,MI,12,0,,3,1,2012,1,0
PO BOX 2095,HOWELL,48844,2095,"PO BOX 2095, HOWELL , MI, 48844",42.6158646,-83.9638013,RAINBOW DREAMS INC,2,454017543,0,201312,P60,0,0,3,0,1,1,15,% SUE PEARSON,1000,0,MI,12,0,,3,1,2013,1,0
2963 S DARTMOUTH ST,DETROIT,48217,1018,"2963 S DARTMOUTH ST, DETROIT , MI, 48217",42.268766,-83.164663,SPIRITIAL CARE OF SOUTHFIELD,2,454229298,0,201312,P60,0,0,3,0,1,1,15,% SHARON FORD,1000,0,MI,12,0,,3,1,2013,2,0
1011 EAST ST,THREE RIVERS,49093,2317,"1011 EAST ST, THREE RIVERS , MI, 49093",41.9574834,-85.6333452,IMPACT OF HOPE,2,454834986,0,201312,P60,0,0,3,0,1,1,15,% BRIAN SNEED,1000,0,MI,12,0,,3,1,2012,5,0
1939 ENCORE LN,ANN ARBOR,48103,9223,"1939 ENCORE LN, ANN ARBOR , MI, 48103",42.255902,-83.848874,BARNABAS FUND,2,454888043,0,201312,P60,0,0,3,0,1,1,15,% PETER COLLINS,1000,0,MI,12,0,,3,1,2013,5,0
1132 S GENESEE DR,LANSING,48915,1918,"1132 S GENESEE DR, LANSING , MI, 48915",42.738411,-84.568619,MID-MICHIGAN DIAPER BANK,2,461307628,0,201312,P60,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2014,1,0
38852 MEADOWLAWN ST,WAYNE,48184,2822,"38852 MEADOWLAWN ST, WAYNE , MI, 48184",42.2864829,-83.421694,MIMOZ CLOTHEZ INC,2,461346078,0,201312,P60,0,0,3,0,1,1,15,% DOLORES HAMRICK,1000,0,MI,12,0,,3,1,2013,3,0
PO BOX 366,WHITE CLOUD,49349,366,"PO BOX 366, WHITE CLOUD , MI, 49349",43.5502974,-85.771997,TRACKMISSING,2,462338011,0,201312,P60,0,0,3,0,1,1,15,% HEATHER HOLLAND,1000,0,MI,12,0,,3,1,2013,11,0
58408 KERR CREEK RD,THREE RIVERS,49093,8916,"58408 KERR CREEK RD, THREE RIVERS , MI, 49093",41.9479312,-85.6515911,FREE STORE,2,611437279,0,201312,P60,0,0,3,0,1,1,15,% NANCY LELAND,1000,0,MI,12,0,,3,1,2003,10,0
PO BOX 12,GAINES,48436,12,"PO BOX 12, GAINES , MI, 48436",42.8658405,-83.8791074,GAINES COMMUNITY COUNCIL,2,800500441,0,201312,P60,0,0,3,0,1,1,15,% GAINES ST JOSEPH CATHOLIC CHURCH,1000,0,MI,12,0,,3,1,2010,9,0
3381 ALAN MARK DR,ANN ARBOR,48105,9702,"3381 ALAN MARK DR, ANN ARBOR , MI, 48105",42.314632,-83.658408,HOUSE BY THE SIDE OF THE ROAD,2,800634576,0,201312,P60,0,0,3,0,1,1,15,% CATHY FREEMAN,1000,0,MI,12,0,,3,1,2010,12,0
PO BOX 117,BARODA,49101,117,"PO BOX 117, BARODA , MI, 49101",41.957544,-86.4855749,SUPPORT OUR TROOPS FESTIVAL,2,800712685,0,201312,P60,0,0,3,0,1,1,15,% CARLE POST,1000,0,MI,12,0,,3,1,2012,10,0
5151 W CHICAGO,DETROIT,48204,1722,"5151 W CHICAGO, DETROIT , MI, 48204",42.367474,-83.131521,EBENEZER COMMUNITY AND CULTURAL CENTER,2,900601443,0,201309,P60,0,0,3,0,1,1,15,% EDNA T WALKER,1000,0,MI,9,0,,3,1,2011,7,0
2632 E BEELER RD,LAKE CITY,49651,9518,"2632 E BEELER RD, LAKE CITY , MI, 49651",44.3224599,-85.0461616,ROSCOMMON COUNTY VETERANS ASSOCIATI ON,2,371654398,1,201312,P60,0,1235,3,0,1,1,16,,1000,2167,MI,12,1259,RANELL J MURPHY,2,1,2013,2,1
9851 HAMILTON AVE,DETROIT,48202,1424,"9851 HAMILTON AVE, DETROIT , MI, 48202",42.384844,-83.094718,WAYS TO WORK OF MICHIGAN,2,201538570,3,201306,P60,0,1640,3,0,1,1,17,% MICHELLE ROWSER,1000,1640,MI,6,52335,,3,1,2005,3,1
5074 PINE DR,BARRYTON,49305,9555,"5074 PINE DR, BARRYTON , MI, 49305",43.7044836,-85.1886244,ROADRUNNERS CLUB,2,463866658,1,201312,P60,0,3199,3,0,1,1,15,,1000,3257,MI,12,3199,,3,1,2014,5,1
700 WALBRIDGE DR,EAST LANSING,48823,2176,"700 WALBRIDGE DR, EAST LANSING , MI, 48823",42.748165,-84.473397,STEADFAST FOUNDATION,2,205894294,1,201212,P60,0,11833,3,0,1,1,16,% DEAN E MILLER,1000,39368,MI,12,6440,,3,1,2009,2,3
2990 W GRAND BLVD STE 310,DETROIT,48202,3041,"2990 W GRAND BLVD STE 310, DETROIT , MI, 48202",42.368295,-83.077233,WATER ACCESS VOLUNTEER EFFORT FUND,2,10762343,2,201212,P60,0,13397,3,0,1,1,15,% CARLA WALKER-MILLER,1000,21655,MI,12,19334,WAVE FUND,3,1,2003,7,2
3272 MCNEELY DR,CURRAN,48728,9503,"3272 MCNEELY DR, CURRAN , MI, 48728",44.7797004,-83.8932273,TOGETHER WE CAN FOOD PANTRY,2,20617572,3,201305,P60,0,15432,3,0,1,1,15,% SARAH RIDPATH,1000,15432,MI,5,29776,,3,1,2003,8,2
PO BOX 9025,BENTON HARBOR,49023,9025,"PO BOX 9025, BENTON HARBOR , MI, 49023",42.1088826,-86.4648406,100 WOMEN STRONG INC,2,271041148,2,201112,P60,0,16132,3,0,1,1,15,% LYNNE CHRISTIANO,1000,18823,MI,12,12566,100 WOMEN STRONG,3,1,2010,3,2
49428 COOKE AVE,PLYMOUTH,48170,2884,"49428 COOKE AVE, PLYMOUTH , MI, 48170",42.367385,-83.530445,ISLAMIC SERVICES INC,2,383200295,3,201212,P60,0,16897,3,994560602,1,1,15,% MOHAMMAD ALI ELAHI,1000,16897,MI,12,55263,,3,1,1995,1,2
219 GLENVIEW CT NE,ROCKFORD,49341,1198,"219 GLENVIEW CT NE, ROCKFORD , MI, 49341",43.126363,-85.571721,GATHERING THUNDER FOUNDATION,2,263984066,1,201312,P60,0,22003,3,0,1,1,15,% SANDRA L GORDON,1000,40435,MI,12,7029,DENISE IWANIW,3,1,2009,9,3
PO BOX 27014,LANSING,48909,7014,"PO BOX 27014, LANSING , MI, 48909",42.68,-84.5,CARING ABOUT KIDS INC,2,383177440,4,201312,P60,0,28241,3,994560000,1,1,15,,1000,28241,MI,12,256857,,3,1,1994,6,3
42150 FREEPORT CT,BELLEVILLE,48111,2348,"42150 FREEPORT CT, BELLEVILLE , MI, 48111",42.206659,-83.453473,EMPLOYEE CHRISTMAS FUND,2,383410574,2,201305,P60,0,32089,3,0,1,1,15,% LEAH MAY,1000,32089,MI,5,12312,,3,1,1999,8,3
PO BOX 105,ALGER,48610,105,"PO BOX 105, ALGER , MI, 48610",44.1256257,-84.1208666,BIKERS 4 KIDS OF ARENAC COUNTY MI,1,202851675,2,201312,P60,0,33394,3,0,1,1,15,% B4K,1000,54265,MI,12,24002,,3,1,2005,9,3
5810 COMMERCE RD,W BLOOMFIELD,48324,3200,"5810 COMMERCE RD, W BLOOMFIELD , MI, 48324",42.590579,-83.398297,OUR CHILDRENS FUND,2,204939889,3,201306,P60,0,34445,3,0,1,1,15,% WEST BLOOMFIELD SCHOOL DISTRICT,1000,35438,MI,6,26061,,3,1,2007,7,3
PO BOX 2,SAINT LOUIS,48880,2,"PO BOX 2, SAINT LOUIS , MI, 48880",43.4519585,-84.5850997,OFFICE OF HUMAN SERVICES,2,382519160,4,201309,P60,0,44542,3,560569565,1,1,15,,1000,44542,MI,9,353591,,3,1,1984,7,3
35500 W 8 MILE RD,FARMINGTN HLS,48335,4900,"35500 W 8 MILE RD, FARMINGTN HLS , MI, 48335",42.4413707,-83.3958989,HOCKEY HAS HEART,1,352194497,3,201307,P60,0,48788,3,0,1,1,16,% LUCY OAKLEAF,1000,100822,MI,7,78160,,3,1,2003,10,4
PO BOX 576,MUSKEGON,49443,576,"PO BOX 576, MUSKEGON , MI, 49443",43.23424,-86.17333,FATHER JACK FOUNDATION,1,943462963,3,201312,P60,0,50309,3,0,1,1,15,% CLARA HARRELL,1000,52014,MI,12,33111,,3,1,2009,7,3
PO BOX 179,GRAWN,49637,179,"PO BOX 179, GRAWN , MI, 49637",44.6298276,-85.7153754,BOOTS FOR KIDS,1,43774570,3,201306,P60,0,51997,3,0,1,1,15,% DONALD A SCHMUCKAL,1000,51997,MI,6,31499,,3,1,2003,10,3
324 4TH AVE,MANISTEE,49660,1308,"324 4TH AVE, MANISTEE , MI, 49660",44.2504268,-86.3320527,TIGHT LINES FOR TROOPS,1,454492599,1,201312,P60,0,52359,3,0,1,1,15,,1000,52359,MI,12,4684,,3,1,2012,11,3
1275 KENNETH ST,MUSKEGON,49442,5180,"1275 KENNETH ST, MUSKEGON , MI, 49442",43.2291914,-86.2293208,FAMILY PROMISE OF THE LAKESHORE,1,262655248,1,201312,P60,0,71056,3,0,1,1,15,% FIRST LUTHERAN CHURCH,1000,71056,MI,12,1885,REV BILL UETRICHT PRESIDENT,3,1,2009,2,3
116 E LOVETT ST,CHARLOTTE,48813,1523,"116 E LOVETT ST, CHARLOTTE , MI, 48813",42.5623777,-84.834814,EATON CLOTHING AND FURNITURE CENTER INC,1,383274128,3,201212,P60,0,79090,3,994560000,1,1,16,% DIANE SOWLE,1000,79090,MI,12,53447,,3,1,1996,3,3
1456 BLYTHE DR NW,GRAND RAPIDS,49504,2531,"1456 BLYTHE DR NW, GRAND RAPIDS , MI, 49504",42.991492,-85.722486,INSTRUMENTS OF PEACE,1,383617093,2,201312,P60,0,83896,3,0,1,1,15,% JAMES B FLICKINGER,1000,83896,MI,12,22231,,3,1,2002,2,3
PO BOX 451,HART,49420,451,"PO BOX 451, HART , MI, 49420",43.6927521,-86.2970998,CRYSTAL VALLEY CARE FUND,1,383194427,1,201312,P60,0,90757,3,994560000,1,1,15,,1000,90757,MI,12,1,,3,1,1996,2,3
32715 DORSEY ST,WESTLAND,48186,4755,"32715 DORSEY ST, WESTLAND , MI, 48186",42.2921538,-83.3625841,WESTLAND GOODFELLOWS INC,1,382908391,4,201403,P60,0,114778,3,561000000,1,1,15,% JAMES RACHWAL,1000,302182,MI,3,172697,,3,1,2001,6,4
PO BOX 286,HALE,48739,286,"PO BOX 286, HALE , MI, 48739",44.377972,-83.8047965,HALE AREA FISH,1,383260686,4,201209,P60,0,116545,3,0,1,1,15,% CONNIE LOOMIS,1000,116545,MI,9,176655,,3,1,2007,9,4
133 W MICHIGAN AVENUE 204,YPSILANTI,48197,5550,"133 W MICHIGAN AVENUE 204, YPSILANTI , MI, 48197",42.240741,-83.6143893,H O P E AMERICA INC,1,383730181,2,201212,P60,0,117558,3,0,1,1,15,% MARY HARGROW,1000,117558,MI,12,17964,,3,1,2006,12,4
3820 STADIUM DR,KALAMAZOO,49008,1424,"3820 STADIUM DR, KALAMAZOO , MI, 49008",42.2716047,-85.6374311,BILL WRIGHT FOR KIDS INC,1,204921620,4,201212,P60,0,126434,3,0,1,1,15,% BARRY J BROEKHUIZEN,1000,233822,MI,12,183806,,3,1,2006,6,4
PO BOX 1745,PETOSKEY,49770,1745,"PO BOX 1745, PETOSKEY , MI, 49770",45.3540431,-84.8782707,NEHEMIAN PROJECT,1,383026718,4,201212,P60,0,131894,3,0,1,1,15,% HOWARD BECK,1000,131894,MI,12,428064,,3,1,2010,7,4
1122 PORTAGE ROAD,KALAMAZOO,49001,0,"1122 PORTAGE ROAD, KALAMAZOO , MI, 49001",42.2806263,-85.5714411,KALAMAZOO DREAM CENTER,1,352310996,3,201306,P60,0,147572,3,0,1,1,15,% PHILLIP MCELHENNY,1000,147572,MI,6,95517,,3,1,2007,12,4
PO BOX 930073,WIXOM,48393,73,"PO BOX 930073, WIXOM , MI, 48393",42.5159385,-83.5390002,MILITARY FAMILIES UNITED OF MICHIGAN,1,452915655,4,201312,P60,0,150920,3,0,1,1,15,% JOHN M ELLSWORTH,1000,160604,MI,12,110939,,3,1,2013,2,4
316 S CAROLYN DR,LAKE CITY,49651,9234,"316 S CAROLYN DR, LAKE CITY , MI, 49651",44.3361335,-85.2449373,PINK HORSE INC,1,452619867,2,201212,P60,0,179906,3,0,1,1,15,% RENEE C KOZLOWSKI,1000,179906,MI,12,16229,,3,1,2012,10,4
PO BOX 33,JENISON,49429,33,"PO BOX 33, JENISON , MI, 49429",42.9033435,-85.7905192,CARIBBEAN CHILDREN S FOUNDATION INC,1,753109570,4,201312,P60,0,192380,3,0,1,1,15,,1000,192380,MI,12,178479,,3,1,2003,8,4
1401 VERMONT ST,DETROIT,48216,1872,"1401 VERMONT ST, DETROIT , MI, 48216",42.3254671,-83.0705093,EMPOWERMENT PLAN,1,453265365,4,201212,P60,0,303242,3,0,1,1,15,% VERONIKA SCOTT,1000,303242,MI,12,147907,,3,1,2012,10,4
PO BOX 241,DORR,49323,241,"PO BOX 241, DORR , MI, 49323",42.7250877,-85.7220315,PROJECT HOPE OF NORTHEAST ALLEGAN COUNTY INC,1,383194627,5,201312,P60,0,341826,3,994560000,1,1,15,% MARY BARNES,1000,341826,MI,12,566359,,3,1,1995,1,4
PO BOX 405,HIGHLAND,48357,405,"PO BOX 405, HIGHLAND , MI, 48357",42.6585338,-83.6454831,COMMUNITY SHARING,1,900175714,4,201312,P60,0,391761,3,0,1,1,15,% MEL BOOMER,1000,416931,MI,12,139533,,3,1,2005,6,4
PO BOX 53,PLAINWELL,49080,53,"PO BOX 53, PLAINWELL , MI, 49080",42.4400357,-85.6489035,CHRISTIAN NEIGHBORS S E,1,383451688,5,201312,P60,0,418883,3,0,1,1,15,,1000,426650,MI,12,754642,,3,1,1999,7,4
PO BOX 206,ELLSWORTH,49729,206,"PO BOX 206, ELLSWORTH , MI, 49729",45.165562,-85.2461768,GOOD SAMARITAN FAMILY SERVICES,1,383469219,4,201312,P60,0,421188,3,0,1,1,15,% MARY E PETERSON,1000,421188,MI,12,478956,,3,1,2000,3,4
209 E WASHINGTON AVE STE 301B,JACKSON,49201,2475,"209 E WASHINGTON AVE STE 301B, JACKSON , MI, 49201",42.2451707,-84.4028877,MISSION OF HOPE CANCER FUND,1,383188928,3,201312,P60,0,545898,3,995125000,1,1,15,,1000,551988,MI,12,66550,,3,1,1995,2,5
5203 SCHAEFER RD,DEARBORN,48126,3229,"5203 SCHAEFER RD, DEARBORN , MI, 48126",42.325743,-83.1763343,ZAMAN INTERNATIONAL,1,201946065,4,201312,P60,0,641018,3,0,1,1,15,,1000,727111,MI,12,427341,,3,1,2005,9,5
15485 RANNES ST,SPRING LAKE,49456,2240,"15485 RANNES ST, SPRING LAKE , MI, 49456",43.063713,-86.172965,HOPES OUTLET MINISTRIES INC,1,201378628,3,201312,P60,0,839635,3,0,1,1,16,% TIM TABOR,1000,915960,MI,12,30559,,3,1,2005,1,5
12541 MCDOUGALL ST,HAMTRAMCK,48212,2262,"12541 MCDOUGALL ST, HAMTRAMCK , MI, 48212",42.4093027,-83.0635587,HELPING HAND FOR RELIEF & DEVELOPMENT INC,1,311628040,8,201212,P60,0,24046855,3,0,1,1,15,,1000,24046855,MI,12,18342415,,3,1,1999,3,8
127 ADAMS AVE,ANN ARBOR,48104,2901,"127 ADAMS AVE, ANN ARBOR , MI, 48104",42.2723903,-83.7476804,A SCOTT FOUNDATION,0,205282308,4,201306,P60,1,,3,0,1,1,3,% HENRY H LIN,1000,31831,MI,6,132502,,3,1,2008,2,3
14559 MONICA ST,DETROIT,48238,1953,"14559 MONICA ST, DETROIT , MI, 48238",42.3962796,-83.1435049,PENNIES FOR PROGRESS,2,364724978,0,,P60,0,,3,0,1,1,15,% WARREN JOHNSON,1000,,MI,12,,,3,1,2013,1,0
6431 VALLEY CREST DR,W BLOOMFIELD,48322,1063,"6431 VALLEY CREST DR, W BLOOMFIELD , MI, 48322",42.5423717,-83.4265089,COMAYA MINISTRIES,0,383546719,0,,P60,1,,3,0,1,1,4,% ALLEN BENNETT,1000,,MI,12,,,3,1,2014,2,0
185 OAKLAND AVE STE 150,BIRMINGHAM,48009,3430,"185 OAKLAND AVE STE 150, BIRMINGHAM , MI, 48009",42.5486204,-83.2149728,BELFOR CARES FOUNDATION INC,0,453707727,1,201312,P60,1,,3,0,1,1,4,% SHELDON YELLEN,1000,20,MI,12,9391,,3,1,2012,2,1
PO BOX 292,HUBBARDSTON,48845,292,"PO BOX 292, HUBBARDSTON , MI, 48845",43.1073186,-84.8463673,HANDS ON HUBBARDSTON,2,453842837,0,,P60,0,,3,0,1,1,16,,1000,,MI,4,,,3,1,2014,7,0
